Symbol,Company Name,Industry,Market Cap
ATOS,Atossa Therapeutics,Biotechnology,107.04M
ATR,AptarGroup,Medical Instruments & Supplies,8.37B
ATRA,Atara Biotherapeutics,Biotechnology,143.56M
ATRC,AtriCure,Medical Instruments & Supplies,2.18B
ATRI,Atrion,Medical Instruments & Supplies,802.22M
ATRO,Astronics,Aerospace & Defense,554.19M
ATS,ATS Corporation,Specialty Industrial Machinery,4.23B
ATSG,Air Transport Services Group,Airlines,1.50B
ATUS,Altice USA,Telecom Services,1.35B
ATVI,Activision Blizzard,Electronic Gaming & Multimedia,72.12B
ATXG,Addentax Group,Integrated Freight & Logistics,8.07M
ATXI,Avenue Therapeutics,Biotechnology,6.79M
ATXS,Astria Therapeutics,Biotechnology,243.39M
AU,AngloGold Ashanti,Gold,7.26B
AUB,Atlantic Union Bankshares,Banks - Regional,2.18B
AUBN,Auburn National Bancorporation,Banks - Regional,77.85M
AUDC,AudioCodes,Communication Equipment,336.17M
AUGX,Augmedix,Health Information Services,177.85M
AUID,authID,Software - Infrastructure,74.87M
AULT,Ault Alliance,Aerospace & Defense,7.16M
AUMN,Golden Minerals Company,Other Precious Metals & Mining,7.81M
AUPH,Aurinia Pharmaceuticals,Biotechnology,1.31B
AUR,Aurora Innovation,Information Technology Services,4.56B
AURA,Aura Biosciences,Biotechnology,392.28M
AUST,Austin Gold,Gold,10.95M
AUTL,Autolus Therapeutics,Biotechnology,554.04M
AUUD,Auddia,Software - Application,6.96M
AUVI,Applied UV,"Furnishings, Fixtures & Appliances",5.66M
AVA,Avista,Utilities - Diversified,2.53B
AVAH,Aveanna Healthcare Holdings,Medical Care Facilities,271.36M
AVAL,Grupo Aval Acciones y Valores,Banks - Regional,2.62B
AVAV,AeroVironment,Aerospace & Defense,2.48B
AVB,AvalonBay Communities,REIT - Residential,25.77B
AVD,American Vanguard,Agricultural Inputs,434.47M
AVDL,Avadel Pharmaceuticals,Drug Manufacturers - Specialty & Generic,1.24B
AVDX,AvidXchange Holdings,Software - Infrastructure,2.06B
AVGO,Broadcom,Semiconductors,351.53B
AVGR,Avinger,Medical Instruments & Supplies,5.55M
AVHI,Achari Ventures Holdings I,Shell Companies,33.45M
AVID,Avid Technology,Electronic Gaming & Multimedia,1.17B
AVIR,Atea Pharmaceuticals,Biotechnology,276.05M
AVNS,Avanos Medical,Medical Devices,1.01B
AVNT,Avient,Specialty Chemicals,3.44B
AVNW,Aviat Networks,Communication Equipment,378.12M
AVO,Mission Produce,Food Distribution,676.00M
AVPT,AvePoint,Software - Infrastructure,1.21B
AVRO,AVROBIO,Biotechnology,67.24M
AVT,Avnet,Electronics & Computer Distribution,4.52B
AVTA,Avantax,Asset Management,757.62M
AVTE,Aerovate Therapeutics,Biotechnology,424.42M
AVTR,Avantor,Specialty Chemicals,14.71B
AVTX,Avalo Therapeutics,Biotechnology,2.07M
AVXL,Anavex Life Sciences,Biotechnology,649.94M
AVY,Avery Dennison,Business Equipment & Supplies,14.86B
AWH,Aspira Women's Health,Diagnostics & Research,35.08M
AWI,Armstrong World Industries,Building Products & Equipment,3.29B
AWIN,AERWINS Technologies,Scientific & Technical Instruments,12.97M
AWK,American Water Works Company,Utilities - Regulated Water,27.34B
AWR,American States Water Company,Utilities - Regulated Water,3.20B
AWRE,Aware,Software - Application,30.96M
AWX,Avalon Holdings,Waste Management,9.28M
AX,Axos Financial,Banks - Regional,2.45B
AXDX,Accelerate Diagnostics,Medical Devices,97.13M
AXGN,AxoGen,Medical Devices,272.52M
AXL,American Axle & Manufacturing Holdings,Auto Parts,840.48M
AXLA,Axcella Health,Biotechnology,8.11M
AXNX,Axonics,Medical Devices,2.85B
AXON,Axon Enterprise,Aerospace & Defense,14.83B
AXP,American Express Company,Credit Services,116.60B
AXR,AMREP,Real Estate - Development,87.55M
AXS,AXIS Capital Holdings,Insurance - Property & Casualty,4.64B
AXSM,Axsome Therapeutics,Biotechnology,3.62B
AXTA,Axalta Coating Systems,Specialty Chemicals,6.10B
AXTI,"AXT, Inc.",Semiconductor Equipment & Materials,99.54M
AY,Atlantica Sustainable Infrastructure,Utilities - Renewable,2.66B
AYI,Acuity Brands,Electrical Equipment & Parts,4.93B
AYRO,"Ayro, Inc.",Auto Manufacturers,22.15M
AYTU,Aytu BioPharma,Drug Manufacturers - Specialty & Generic,9.61M
AYX,Alteryx,Software - Application,2.05B
AZ,A2Z Smart Technologies,Aerospace & Defense,81.35M
AZEK,The AZEK Company,Building Products & Equipment,4.78B
AZN,AstraZeneca,Drug Manufacturers - General,211.56B
AZO,AutoZone,Specialty Retail,44.54B
AZPN,Aspen Technology,Software - Application,12.43B
AZTA,Azenta,Medical Instruments & Supplies,3.24B
AZTR,Azitra,Biotechnology,24.20M
AZUL,Azul S.A.,Airlines,1.06B
AZYO,Aziyo Biologics,Medical Devices,24.86M
AZZ,AZZ Inc.,Metal Fabrication,1.20B
B,Barnes Group,Specialty Industrial Machinery,1.94B
BA,The Boeing Company,Aerospace & Defense,134.76B
BABA,Alibaba Group Holding,Internet Retail,228.75B
BAC,Bank of America,Banks - Diversified,226.47B
BACA,Berenson Acquisition I,Shell Companies,98.77M
BACK,IMAC Holdings,Medical Care Facilities,3.29M
BAER,Bridger Aerospace Group Holdings,Security & Protection Services,293.74M
BAFN,BayFirst Financial,Banks - Regional,57.37M
BAH,Booz Allen Hamilton Holding,Consulting Services,15.01B
BAK,Braskem,Chemicals,3.61B
BALL,Ball Corporation,Packaging & Containers,16.58B
BALY,Bally's,Resorts & Casinos,687.59M
BAM,Brookfield Asset Management,Asset Management,13.01B
BANC,Banc of California,Banks - Regional,688.60M
BAND,Bandwidth,Software - Infrastructure,351.67M
BANF,BancFirst,Banks - Regional,3.15B
BANL,CBL International,Oil & Gas Midstream,39.50M
BANR,Banner,Banks - Regional,1.48B
BANX,ArrowMark Financial,Asset Management,119.75M
BAOS,Baosheng Media Group Holdings,Advertising Agencies,9.18M
BAP,Credicorp,Banks - Regional,11.26B
BARK,"BARK, Inc.",Specialty Retail,248.64M
BASE,Couchbase,Software - Infrastructure,733.24M
BATL,Battalion Oil,Oil & Gas E&P,86.23M
BATRK,The Liberty Braves Group,Entertainment,2.31B
BAX,Baxter International,Medical Instruments & Supplies,21.03B
BB,BlackBerry,Software - Infrastructure,3.04B
BBAI,BigBear.ai Holdings,Information Technology Services,204.13M
BBAR,Banco BBVA Argentina,Banks - Regional,2.27B
BBCP,Concrete Pumping Holdings,Engineering & Construction,394.07M
BBD,Banco Bradesco,Banks - Regional,32.30B
BBDC,Barings BDC,Credit Services,975.69M
BBDO,Banco Bradesco,Banks - Regional,28.69B
BBGI,Beasley Broadcast Group,Broadcasting,30.86M
BBIO,BridgeBio Pharma,Biotechnology,4.82B
BBLG,Bone Biologics,Medical Devices,2.10M
BBSI,Barrett Business Services,Staffing & Employment Services,658.04M
BBU,Brookfield Business Partners L.P.,Conglomerates,1.13B
BBUC,Brookfield Business,Asset Management,1.31B
BBVA,Banco Bilbao Vizcaya Argentaria,Banks - Diversified,46.35B
BBW,Build-A-Bear Workshop,Specialty Retail,373.92M
BBWI,Bath & Body Works,Specialty Retail,7.98B
BBY,Best Buy Co.,Specialty Retail,15.86B
BC,Brunswick,Recreational Vehicles,5.72B
BCAB,BioAtla,Biotechnology,115.83M
BCAL,Southern California Bancorp,Banks - Regional,273.53M
BCAN,BYND Cannasoft Enterprises,Software - Infrastructure,42.42M
BCBP,BCB Bancorp,Banks - Regional,188.20M
BCC,Boise Cascade Company,Building Materials,4.16B
BCDA,BioCardia,Biotechnology,18.05M
BCE,BCE Inc.,Telecom Services,37.78B
BCEL,Atreca,Biotechnology,13.73M
BCH,Banco de Chile,Banks - Regional,10.93B
BCLI,Brainstorm Cell Therapeutics,Biotechnology,74.73M
BCML,BayCom,Banks - Regional,228.90M
BCO,The Brink's Company,Security & Protection Services,3.47B
BCOV,Brightcove,Software - Application,164.35M
BCOW,1895 Bancorp of Wisconsin,Banks - Regional,43.45M
BCPC,Balchem,Specialty Chemicals,4.44B
BCRX,BioCryst Pharmaceuticals,Biotechnology,1.37B
BCS,Barclays,Banks - Diversified,28.31B
BCSA,Blockchain Coinvestors Acquisition I,Shell Companies,160.79M
BCSF,Bain Capital Specialty Finance,Asset Management,1.00B
BCTX,BriaCell Therapeutics,Biotechnology,120.34M
BCYC,Bicycle Therapeutics,Biotechnology,861.70M
BDC,Belden,Communication Equipment,3.77B
BDL,Flanigan's Enterprises,Restaurants,56.08M
BDN,Brandywine Realty Trust,REIT - Office,803.70M
BDRX,Biodexa Pharmaceticals,Biotechnology,200.00K
BDSX,Biodesix,Diagnostics & Research,130.50M
BDTX,Black Diamond Therapeutics,Biotechnology,166.59M
BDX,"Becton, Dickinson and Company",Medical Instruments & Supplies,79.53B
BE,Bloom Energy,Electrical Equipment & Parts,3.25B
BEAM,Beam Therapeutics,Biotechnology,1.84B
BEAT,HeartBeam,Health Information Services,51.83M
BECN,Beacon Roofing Supply,Building Products & Equipment,4.79B
BEDU,Bright Scholar Education Holdings,Education & Training Services,26.83M
BEEM,Beam Global,Solar,116.08M
BEKE,KE Holdings,Real Estate Services,17.88B
BELFA,Bel Fuse,Electronic Components,630.17M
BELFB,Bel Fuse,Electronic Components,632.95M
BEN,Franklin Resources,Asset Management,12.87B
BENF,Beneficient,Asset Management,554.49M
BEP,Brookfield Renewable Partners L.P.,Utilities - Renewable,17.41B
BEPC,Brookfield Renewable,Utilities - Renewable,5.16B
BERY,Berry Global Group,Packaging & Containers,7.46B
BEST,BEST Inc.,Trucking,56.54M
BETR,Better Home & Finance Holding Co.,Shell Companies,140.53M
BF.A,Brown-Forman,Beverages - Wineries & Distilleries,32.88B
BF.B,Brown-Forman,Beverages - Wineries & Distilleries,32.84B
BFAC,Battery Future Acquisition,Shell Companies,216.47M
BFAM,Bright Horizons Family Solutions,Personal Services,5.51B
BFC,Bank First,Banks - Regional,810.41M
BFH,Bread Financial Holdings,Credit Services,1.85B
BFI,BurgerFi International,Restaurants,38.04M
BFIN,BankFinancial,Banks - Regional,110.88M
BFLY,Butterfly Network,Medical Devices,361.61M
BFRG,Bullfrog AI Holdings,Health Information Services,18.95M
BFRI,Biofrontera,Drug Manufacturers - Specialty & Generic,11.93M
BFS,Saul Centers,REIT - Retail,1.19B
BFST,Business First Bancshares,Banks - Regional,510.69M
BG,Bunge,Farm Products,16.98B
BGC,BGC Group,Capital Markets,2.58B
BGFV,Big 5 Sporting Goods,Specialty Retail,180.96M
BGI,Birks Group,Luxury Goods,64.72M
BGNE,BeiGene,Biotechnology,21.01B
BGS,B&G Foods,Packaged Foods,895.42M
BGSF,"BGSF, Inc.",Staffing & Employment Services,105.39M
BGXX,Bright Green,Drug Manufacturers - Specialty & Generic,100.28M
BH,Biglari Holdings,Restaurants,575.33M
BH.A,Biglari Holdings,Restaurants,569.87M
BHAC,Crixus BH3 Acquisition Company,Shell Companies,112.16M
BHAT,Fujian Blue Hat Interactive Entertainment Technology,Electronic Gaming & Multimedia,12.47M
BHB,Bar Harbor Bankshares,Banks - Regional,374.36M
BHC,Bausch Health Companies,Drug Manufacturers - Specialty & Generic,3.00B
BHE,Benchmark Electronics,Electronic Components,892.00M
BHF,Brighthouse Financial,Insurance - Life,3.14B
BHG,Bright Health Group,Healthcare Plans,67.20M
BHIL,Benson Hill,Agricultural Inputs,128.94M
BHLB,Berkshire Hills Bancorp,Banks - Regional,917.15M
BHM,Bluerock Homes Trust,REIT - Residential,50.72M
BHP,BHP Group,Other Industrial Metals & Mining,139.80B
BHR,Braemar Hotels & Resorts,REIT - Hotel & Motel,206.48M
BHRB,Burke & Herbert Bank & Trust Company,Banks - Regional,369.88M
BHVN,Biohaven Pharmaceutical Holding Company,Biotechnology,1.32B
BIAF,bioAffinity Technologies,Diagnostics & Research,15.14M
BIDU,Baidu,Internet Content & Information,46.79B
BIG,Big Lots,Discount Stores,178.86M
BIGC,BigCommerce Holdings,Software - Application,785.92M
BIIB,Biogen,Drug Manufacturers - General,38.30B
BILI,Bilibili,Electronic Gaming & Multimedia,5.99B
BILL,BILL Holdings,Software - Application,11.20B
BIMI,BIMI International Medical,Pharmaceutical Retailers,9.65M
BIO,Bio-Rad Laboratories,Medical Devices,11.11B
BIOC,Biocept,Diagnostics & Research,2.45M
BIOL,BIOLASE,Medical Devices,5.15M
BIOR,Biora Therapeutics,Biotechnology,37.21M
BIOS,BioPlus Acquisition,Shell Companies,208.01M
BIOX,Bioceres Crop Solutions,Agricultural Inputs,701.71M
BIP,Brookfield Infrastructure Partners L.P.,Utilities - Diversified,14.62B
BIPC,Brookfield Infrastructure,Utilities - Regulated Gas,4.32B
BIRD,Allbirds,Apparel Retail,197.51M
BITE,Bite Acquisition,Shell Companies,88.76M
BITF,Bitfarms,Capital Markets,345.00M
BIVI,BioVie,Biotechnology,124.03M
BJ,BJ's Wholesale Club Holdings,Discount Stores,8.70B
BJDX,Bluejay Diagnostics,Medical Devices,6.44M
BJRI,BJ's Restaurants,Restaurants,698.71M
BK,The Bank of New York Mellon Corporation,Asset Management,34.06B
BKCC,BlackRock Capital Investment,Asset Management,248.92M
BKD,Brookdale Senior Living,Medical Care Facilities,790.59M
BKE,The Buckle,Apparel Retail,1.80B
BKH,Black Hills,Utilities - Diversified,3.71B
BKI,Black Knight,Software - Application,11.72B
BKKT,Bakkt Holdings,Software - Infrastructure,119.66M
BKNG,Booking Holdings,Travel Services,112.37B
BKR,Baker Hughes Company,Oil & Gas Equipment & Services,35.73B
BKSC,Bank of South Carolina,Banks - Regional,70.12M
BKSY,BlackSky Technology,Scientific & Technical Instruments,188.70M
BKTI,BK Technologies,Communication Equipment,38.50M
BKU,BankUnited,Banks - Regional,1.91B
BKYI,BIO-key International,Security & Protection Services,5.37M
BL,BlackLine,Software - Application,3.27B
BLAC,Bellevue Life Sciences Acquisition,Shell Companies,93.80M
BLBD,Blue Bird,Auto Manufacturers,680.22M
BLBX,Blackboxstocks,Software - Application,9.17M
BLCO,Bausch + Lomb,Medical Instruments & Supplies,6.34B
BLD,TopBuild,Engineering & Construction,8.71B
BLDE,Blade Air Mobility,Airports & Air Services,230.50M
BLDP,Ballard Power Systems,Specialty Industrial Machinery,1.22B
BLDR,Builders FirstSource,Building Products & Equipment,16.15B
BLEU,bleuacacia ltd,Shell Companies,88.66M
BLFS,BioLife Solutions,Medical Instruments & Supplies,474.91M
BLFY,Blue Foundry Bancorp,Banks - Regional,240.48M
BLIN,Bridgeline Digital,Software - Infrastructure,9.27M
BLK,BlackRock,Asset Management,100.92B
BLKB,Blackbaud,Software - Application,3.91B
BLMN,Bloomin' Brands,Restaurants,2.33B
BLND,Blend Labs,Software - Application,277.85M
BLNK,Blink Charging Co.,Engineering & Construction,269.40M
BLPH,Bellerophon Therapeutics,Biotechnology,5.03M
BLRX,BioLineRx,Biotechnology,76.30M
BLTE,Belite Bio,Biotechnology,921.17M
BLUA,BlueRiver Acquisition,Shell Companies,105.49M
BLUE,bluebird bio,Biotechnology,405.35M
BLX,"Banco Latinoamericano de Comercio Exterior, S. A.",Banks - Regional,868.88M
BLZE,Backblaze,Software - Infrastructure,173.28M
BMA,Banco Macro,Banks - Regional,4.60B
BMAC,Black Mountain Acquisition,Shell Companies,126.35M
BMBL,Bumble,Software - Application,5.22B
BMEA,Biomea Fusion,Biotechnology,574.56M
BMI,Badger Meter,Scientific & Technical Instruments,4.77B
BMO,Bank of Montreal,Banks - Diversified,58.85B
BMR,Beamr Imaging,Software - Application,23.96M
BMRA,Biomerica,Medical Devices,19.34M
BMRC,Bank of Marin Bancorp,Banks - Regional,300.80M
BMRN,BioMarin Pharmaceutical,Biotechnology,17.62B
BMTX,BM Technologies,Software - Application,22.55M
BMY,Bristol-Myers Squibb Company,Drug Manufacturers - General,129.69B
BN,Brookfield,Asset Management,53.12B
BNED,Barnes & Noble Education,Specialty Retail,67.99M
BNGO,Bionano Genomics,Diagnostics & Research,108.87M
BNIX,Bannix Acquisition,Shell Companies,58.13M
BNL,Broadstone Net Lease,REIT - Diversified,3.11B
BNMV,BitNile Metaverse,Oil & Gas Integrated,2.60M
BNOX,Bionomics,Biotechnology,12.48M
BNR,Burning Rock Biotech,Diagnostics & Research,129.37M
BNRE,Brookfield Reinsurance,Insurance - Reinsurance,1.71B
BNRG,Brenmiller Energy,Utilities - Renewable,14.57M
BNS,The Bank of Nova Scotia,Banks - Diversified,54.70B
BNTC,Benitec Biopharma,Biotechnology,6.18M
BNTX,BioNTech SE,Biotechnology,28.20B
BOAC,Bluescape Opportunities Acquisition,Shell Companies,226.10M
BOC,Boston Omaha,Advertising Agencies,518.41M
BOCN,Blue Ocean Acquisition,Shell Companies,253.55M
BODY,The Beachbody Company,Internet Content & Information,140.08M
BOF,BranchOut Food,Packaged Foods,8.80M
BOH,Bank of Hawaii,Banks - Regional,2.07B
BOKF,BOK Financial,Banks - Regional,5.36B
BOLT,Bolt Biotherapeutics,Biotechnology,41.75M
BON,Bon Natural Life,Packaged Foods,6.82M
BOOM,DMC Global,Oil & Gas Equipment & Services,453.20M
BOOT,Boot Barn Holdings,Apparel Retail,2.71B
BORR,Borr Drilling,Oil & Gas Drilling,1.71B
BOSC,B.O.S. Better Online Solutions,Communication Equipment,20.81M
BOTJ,Bank of the James Financial Group,Banks - Regional,50.52M
BOWL,Bowlero,Entertainment,1.87B
BOWN,Bowen Acquisition,Shell Companies,92.80M
BOX,"Box, Inc.",Software - Infrastructure,4.42B
BOXL,Boxlight,Communication Equipment,18.84M
BP,BP p.l.c.,Oil & Gas Integrated,103.88B
BPMC,Blueprint Medicines,Biotechnology,3.06B
BPOP,Popular,Banks - Regional,4.61B
BPRN,The Bank of Princeton,Banks - Regional,182.96M
BPT,BP Prudhoe Bay Royalty Trust,Oil & Gas Refining & Marketing,126.05M
BPTH,Bio-Path Holdings,Biotechnology,4.35M
BPTS,Biophytis,Biotechnology,8.08M
BQ,Boqii Holding,Specialty Retail,50.91M
BR,Broadridge Financial Solutions,Information Technology Services,21.70B
BRAC,Broad Capital Acquisition,Shell Companies,80.85M
BRAG,Bragg Gaming Group,Electronic Gaming & Multimedia,119.55M
BRBR,BellRing Brands,Packaged Foods,5.33B
BRBS,Blue Ridge Bankshares,Banks - Regional,148.92M
BRC,Brady,Security & Protection Services,2.49B
BRCC,BRC Inc.,Packaged Foods,928.62M
BRD,Beard Energy Transition Acquisition,Shell Companies,136.72M
BRDG,Bridge Investment Group Holdings,Asset Management,1.18B
BRDS,Bird Global,Rental & Leasing Services,13.83M
BREA,Brera Holdings,Entertainment,18.25M
BREZ,Breeze Holdings Acquisition,Shell Companies,48.99M
BRFH,Barfresh Food Group,Beverages - Non-Alcoholic,26.21M
BRFS,BRF S.A.,Packaged Foods,3.27B
BRID,Bridgford Foods,Packaged Foods,104.38M
BRK.A,Berkshire Hathaway,Insurance - Diversified,776.53B
BRK.B,Berkshire Hathaway,Insurance - Diversified,776.40B
BRKH,Burtech Acquisition,Shell Companies,182.85M
BRKL,Brookline Bancorp,Banks - Regional,843.54M
BRKR,Bruker,Medical Devices,9.23B
BRLI,Brilliant Acquisition,Shell Companies,20.73M
BRLT,Brilliant Earth Group,Luxury Goods,314.01M
BRN,Barnwell Industries,Oil & Gas E&P,24.89M
BRO,Brown & Brown,Insurance Brokers,20.72B
BROG,Brooge Energy,Oil & Gas Midstream,480.00M
BROS,Dutch Bros,Restaurants,4.93B
BRP,BRP Group,Insurance Brokers,1.61B
BRQS,Borqs Technologies,Software - Application,26.31M
BRSH,Bruush Oral Care,Household & Personal Products,1.10M
BRSP,BrightSpire Capital,REIT - Diversified,852.45M
BRT,BRT Apartments,REIT - Residential,347.60M
BRTX,BioRestorative Therapies,Biotechnology,11.53M
BRX,Brixmor Property Group,REIT - Retail,6.42B
BRY,Berry,Oil & Gas E&P,639.01M
BRZE,Braze,Software - Application,4.03B
BSAC,Banco Santander-Chile,Banks - Regional,9.05B
BSBK,Bogota Financial,Banks - Regional,104.41M
BSBR,Banco Santander (Brasil),Banks - Regional,40.73B
BSET,Bassett Furniture Industries,"Furnishings, Fixtures & Appliances",137.25M
BSFC,Blue Star Foods,Packaged Foods,1.91M
BSGM,BioSig Technologies,Medical Devices,41.11M
BSIG,BrightSphere Investment Group,Asset Management,878.73M
BSM,"Black Stone Minerals,",Oil & Gas E&P,3.55B
BSQR,BSQUARE,Software - Application,23.02M
BSRR,Sierra Bancorp,Banks - Regional,297.71M
BSVN,Bank7,Banks - Regional,232.18M
BSX,Boston Scientific,Medical Devices,72.98B
BSY,Bentley Systems,Software - Application,13.97B
BTAI,BioXcel Therapeutics,Biotechnology,117.65M
