Symbol,Company Name,Industry,Market Cap
SPXC,SPX Technologies,Specialty Industrial Machinery,3.57B
SQ,Block,Software - Infrastructure,34.08B
SQFT,Presidio Property Trust,REIT - Diversified,9.54M
SQL,SeqLL,Diagnostics & Research,4.50M
SQM,Sociedad Química y Minera de Chile,Specialty Chemicals,18.16B
SQNS,Sequans Communications,Semiconductors,161.34M
SQSP,Squarespace,Software - Infrastructure,3.95B
SR,Spire,Utilities - Regulated Gas,3.10B
SRAD,Sportradar Group AG,Software - Application,3.40B
SRC,Spirit Realty Capital,REIT - Diversified,5.41B
SRCE,1st Source,Banks - Regional,1.09B
SRCL,Stericycle,Waste Management,3.99B
SRDX,Surmodics,Medical Devices,529.42M
SRE,Sempra,Utilities - Diversified,45.03B
SRFM,Surf Air Mobility,Airlines,93.50M
SRG,Seritage Growth Properties,REIT - Retail,418.00M
SRI,Stoneridge,Auto Parts,551.09M
SRL,Scully Royalty,Capital Markets,87.60M
SRM,SRM Entertainment,Specialty Retail,15.55M
SRPT,Sarepta Therapeutics,Biotechnology,11.08B
SRRK,Scholar Rock Holding,Biotechnology,341.89M
SRT,Startek,Information Technology Services,121.31M
SRTS,Sensus Healthcare,Medical Devices,49.67M
SRZN,Surrozen,Biotechnology,18.07M
SSB,SouthState,Banks - Regional,5.31B
SSBI,Summit State Bank,Banks - Regional,106.17M
SSBK,Southern States Bancshares,Banks - Regional,197.59M
SSD,Simpson Manufacturing Co.,Building Products & Equipment,6.57B
SSIC,Silver Spike Investment,Drug Manufacturers - Specialty & Generic,58.85M
SSKN,STRATA Skin Sciences,Medical Devices,23.90M
SSL,Sasol,Specialty Chemicals,8.12B
SSNC,SS&C Technologies Holdings,Software - Application,13.87B
SSNT,SilverSun Technologies,Software - Application,19.24M
SSP,The E.W. Scripps Company,Broadcasting,643.30M
SSRM,SSR Mining,Gold,2.96B
SSSS,SuRo Capital,Asset Management,91.43M
SST,System1,Specialty Business Services,249.70M
SSTI,ShotSpotter,Software - Application,247.15M
SSTK,Shutterstock,Internet Content & Information,1.50B
SSU,SIGNA Sports United,Specialty Retail,604.83M
SSY,SunLink Health Systems,Pharmaceutical Retailers,6.82M
SSYS,Stratasys,Computer Hardware,969.15M
ST,Sensata Technologies Holding,Scientific & Technical Instruments,5.67B
STAA,STAAR Surgical Company,Medical Instruments & Supplies,2.02B
STAF,Staffing 360 Solutions,Staffing & Employment Services,3.79M
STAG,STAG Industrial,REIT - Industrial,6.54B
STBA,S&T Bancorp,Banks - Regional,1.08B
STBX,Starbox Group Holdings,Internet Content & Information,181.61M
STC,Stewart Information Services,Insurance - Property & Casualty,1.22B
STCN,Steel Connect,Advertising Agencies,64.38M
STE,STERIS,Medical Devices,22.36B
STEL,Stellar Bancorp,Banks - Regional,1.15B
STEM,"Stem, Inc.",Software - Infrastructure,782.13M
STEP,StepStone Group,Asset Management,3.27B
STER,Sterling Check,Software - Infrastructure,1.35B
STG,Sunlands Technology Group,Education & Training Services,100.30M
STGW,Stagwell,Advertising Agencies,1.34B
STHO,Star Holdings,Real Estate Services,180.70M
STIM,Neuronetics,Diagnostics & Research,46.49M
STIX,Semantix,Software - Application,95.55M
STKH,Steakholder Foods,Packaged Foods,19.27M
STKL,SunOpta,Packaged Foods,485.55M
STKS,The ONE Group Hospitality,Restaurants,212.18M
STLA,Stellantis,Auto Manufacturers,56.45B
STLD,Steel Dynamics,Steel,16.86B
STM,STMicroelectronics,Semiconductors,43.54B
STN,Stantec,Engineering & Construction,7.35B
STNE,StoneCo,Software - Infrastructure,3.82B
STNG,Scorpio Tankers,Oil & Gas Midstream,2.69B
STOK,Stoke Therapeutics,Biotechnology,253.15M
STR,Sitio Royalties,Other Industrial Metals & Mining,3.80B
STRA,Strategic Education,Education & Training Services,1.91B
STRC,Sarcos Technology and Robotics,Computer Hardware,26.70M
STRL,Sterling Infrastructure,Engineering & Construction,2.42B
STRM,Streamline Health Solutions,Health Information Services,70.69M
STRO,Sutro Biopharma,Biotechnology,278.42M
STRR,Star Equity Holdings,Diagnostics & Research,15.68M
STRS,Stratus Properties,Real Estate - Diversified,221.12M
STRT,Strattec Security,Auto Parts,89.36M
STRW,Strawberry Fields REIT LLC,REIT - Healthcare Facilities,362.61M
STSS,Sharps Technology,Medical Instruments & Supplies,9.79M
STT,State Street,Asset Management,21.52B
STTK,Shattuck Labs,Biotechnology,90.89M
STVN,Stevanato Group,Medical Instruments & Supplies,8.57B
STWD,Starwood Property Trust,REIT - Mortgage,6.35B
STX,Seagate Technology Holdings,Computer Hardware,13.36B
STXS,Stereotaxis,Medical Instruments & Supplies,134.24M
STZ,Constellation Brands,Beverages - Wineries & Distilleries,47.55B
SU,Suncor Energy,Oil & Gas Integrated,42.80B
SUAC,ShoulderUp Technology Acquisition,Shell Companies,167.36M
SUI,Sun Communities,REIT - Residential,16.06B
SUM,Summit Materials,Building Materials,4.29B
SUN,Sunoco LP,Oil & Gas Refining & Marketing,3.76B
SUNL,Sunlight Financial Holdings,Credit Services,182.93M
SUNW,Sunworks,Solar,39.38M
SUP,Superior Industries International,Auto Parts,98.32M
SUPN,Supernus Pharmaceuticals,Drug Manufacturers - Specialty & Generic,1.71B
SUPV,Grupo Supervielle,Banks - Regional,559.91M
SURF,Surface Oncology,Biotechnology,58.39M
SURG,SurgePays,Software - Application,67.56M
SUZ,Suzano,Paper & Paper Products,13.13B
SVC,Service Properties Trust,REIT - Hotel & Motel,1.36B
SVFD,Save Foods,Agricultural Inputs,6.25M
SVII,Spring Valley Acquisition Corp. II,Shell Companies,325.99M
SVM,Silvercorp Metals,Silver,447.34M
SVRA,Savara,Biotechnology,496.08M
SVRE,SaverOne 2014,Scientific & Technical Instruments,5.95M
SVT,Servotronics,Electrical Equipment & Parts,29.11M
SVV,Savers Value Village,Specialty Retail,3.88B
SVVC,Firsthand Technology Value Fund,Asset Management,3.72M
SWAG,Stran & Company,Shell Companies,24.13M
SWAV,ShockWave Medical,Medical Devices,7.88B
SWBI,Smith & Wesson Brands,Aerospace & Defense,563.41M
SWI,SolarWinds,Software - Infrastructure,1.73B
SWIM,Latham Group,Building Products & Equipment,414.58M
SWK,Stanley Black & Decker,Tools & Accessories,13.66B
SWKH,SWK Holdings,Asset Management,200.90M
SWKS,Skyworks Solutions,Semiconductors,16.80B
SWN,Southwestern Energy Company,Oil & Gas E&P,7.13B
SWSS,Springwater Special Situations,Shell Companies,76.40M
SWTX,SpringWorks Therapeutics,Biotechnology,1.74B
SWVL,Swvl Holdings,Software - Application,5.20M
SWX,Southwest Gas Holdings,Utilities - Regulated Gas,4.57B
SXC,SunCoke Energy,Coking Coal,756.83M
SXI,Standex International,Specialty Industrial Machinery,1.86B
SXT,Sensient Technologies,Specialty Chemicals,2.54B
SXTC,China SXT Pharmaceuticals,Drug Manufacturers - Specialty & Generic,1.31M
SXTP,60 Degrees Pharmaceuticals,Biotechnology,8.13M
SY,So-Young International,Health Information Services,134.80M
SYBT,Stock Yards Bancorp,Banks - Regional,1.32B
SYBX,Synlogic,Biotechnology,35.19M
SYF,Synchrony Financial,Credit Services,13.32B
SYK,Stryker,Medical Devices,105.62B
SYM,Symbotic,Shell Companies,20.71B
SYNA,Synaptics,Semiconductors,3.42B
SYNH,Syneos Health,Diagnostics & Research,4.41B
SYPR,Sypris Solutions,Auto Parts,46.40M
SYRS,Syros Pharmaceuticals,Biotechnology,82.84M
SYT,SYLA Technologies Co.,Software - Application,161.42M
SYTA,Siyata Mobile,Communication Equipment,4.80M
SYY,Sysco,Food Distribution,35.24B
SZZL,Sizzle Acquisition,Shell Companies,101.33M
T,AT&T Inc.,Telecom Services,100.87B
TAC,TransAlta,Utilities - Independent Power Producers,2.55B
TACT,TransAct Technologies,Computer Hardware,67.72M
TAIT,Taitron Components,Electronics & Computer Distribution,21.05M
TAK,Takeda Pharmaceutical Company,Drug Manufacturers - Specialty & Generic,47.35B
TAL,TAL Education Group,Education & Training Services,4.28B
TALK,Talkspace,Medical Care Facilities,264.75M
TALO,Talos Energy,Oil & Gas E&P,2.08B
TALS,Talaris Therapeutics,Biotechnology,122.73M
TANH,Tantech Holdings,Household & Personal Products,6.95M
TAOP,Taoping,Software - Infrastructure,4.36M
TAP,Molson Coors Beverage Company,Beverages - Brewers,13.61B
TARA,Protara Therapeutics,Biotechnology,25.15M
TARO,Taro Pharmaceutical Industries,Drug Manufacturers - Specialty & Generic,1.43B
TARS,Tarsus Pharmaceuticals,Biotechnology,566.87M
TASK,TaskUs,Information Technology Services,923.35M
TAST,Carrols Restaurant Group,Restaurants,341.27M
TATT,TAT Technologies,Aerospace & Defense,67.91M
TAYD,Taylor Devices,Specialty Industrial Machinery,80.01M
TBBK,The Bancorp,Banks - Regional,1.93B
TBCP,Thunder Bridge Capital Partners III,Shell Companies,122.27M
TBI,TrueBlue,Staffing & Employment Services,477.16M
TBIO,Telesis Bio,Medical Devices,32.94M
TBLA,Taboola.com,Internet Content & Information,1.07B
TBLD,Thornburg Income Builder Opportunities Trust,Metals & Mining,486.68M
TBLT,ToughBuilt Industries,Tools & Accessories,5.38M
TBMC,Trailblazer Merger Corporation I,Shell Companies,92.80M
TBNK,Territorial Bancorp,Banks - Regional,94.94M
TBPH,Theravance Biopharma,Biotechnology,499.08M
TC,TuanChe,Internet Content & Information,12.56M
TCBC,TC Bancshares,Banks - Regional,67.94M
TCBI,Texas Capital Bancshares,Banks - Regional,2.91B
TCBK,TriCo Bancshares,Banks - Regional,1.15B
TCBP,TC Biopharm (Holdings),Biotechnology,2.55M
TCBS,Texas Community Bancshares,Banks - Regional,40.98M
TCBX,Third Coast Bancshares,Banks - Regional,260.30M
TCI,Transcontinental Realty Investors,Real Estate Services,300.04M
TCJH,Top KingWin,Capital Markets,16.40M
TCMD,Tactile Systems Technology,Medical Devices,430.51M
TCN,Tricon Residential,Real Estate Services,2.26B
TCOA,Trajectory Alpha Acquisition,Shell Companies,180.78M
TCOM,Trip.com Group,Travel Services,25.30B
TCON,TRACON Pharmaceuticals,Biotechnology,7.68M
TCPC,BlackRock TCP Capital,Asset Management,701.87M
TCRT,Alaunos Therapeutics,Biotechnology,33.64M
TCRX,TScan Therapeutics,Biotechnology,106.16M
TCS,The Container Store Group,Specialty Retail,113.41M
TCX,Tucows,Software - Infrastructure,247.02M
TD,The Toronto-Dominion Bank,Banks - Diversified,108.68B
TDC,Teradata,Software - Infrastructure,4.43B
TDCX,TDCX Inc.,Specialty Business Services,855.02M
TDG,TransDigm Group,Aerospace & Defense,47.72B
TDOC,Teladoc Health,Health Information Services,3.64B
TDS,Telephone and Data Systems,Telecom Services,1.98B
TDUP,ThredUp,Internet Retail,381.80M
TDW,Tidewater,Oil & Gas Equipment & Services,3.22B
TDY,Teledyne Technologies,Scientific & Technical Instruments,19.23B
TEAM,Atlassian Corporation,Software - Application,49.16B
TECH,Bio-Techne,Biotechnology,12.62B
TECK,Teck Resources,Other Industrial Metals & Mining,20.46B
TEDU,Tarena International,Education & Training Services,24.54M
TEF,Telefónica,Telecom Services,22.60B
TEL,TE Connectivity,Electronic Components,40.39B
TELA,TELA Bio,Medical Devices,220.39M
TELL,Tellurian,Oil & Gas E&P,682.84M
TENB,Tenable Holdings,Software - Infrastructure,5.10B
TENK,TenX Keane Acquisition Ordinary Share,Shell Companies,191.16M
TENX,Tenax Therapeutics,Biotechnology,8.49M
TEO,Telecom Argentina,Telecom Services,2.36B
TER,Teradyne,Semiconductor Equipment & Materials,15.98B
TERN,Terns Pharmaceuticals,Biotechnology,343.83M
TETE,Technology & Telecommunication Acquisition,Shell Companies,73.31M
TEVA,Teva Pharmaceutical Industries,Drug Manufacturers - Specialty & Generic,10.87B
TEX,Terex,Farm & Heavy Construction Machinery,3.82B
TFC,Truist Financial,Banks - Regional,38.37B
TFFP,TFF Pharmaceuticals,Biotechnology,22.73M
TFII,TFI International,Trucking,10.93B
TFIN,Triumph Financial,Banks - Regional,1.49B
TFPM,Triple Flag Precious Metals,Other Precious Metals & Mining,2.73B
TFSL,TFS Financial,Banks - Regional,3.77B
TFX,Teleflex,Medical Instruments & Supplies,10.15B
TG,Tredegar,Metal Fabrication,175.71M
TGAA,Target Global Acquisition I,Shell Companies,105.53M
TGAN,Transphorm,Semiconductor Equipment & Materials,171.73M
TGB,Taseko Mines,Copper,389.66M
TGH,Textainer Group Holdings,Rental & Leasing Services,1.68B
TGI,Triumph Group,Aerospace & Defense,697.32M
TGL,Treasure Global,Software - Application,8.05M
TGLS,Tecnoglass,Building Materials,1.61B
TGNA,TEGNA,Broadcasting,3.31B
TGS,Transportadora de Gas del Sur,Oil & Gas Integrated,1.94B
TGT,Target,Discount Stores,58.31B
TGTX,TG Therapeutics,Biotechnology,1.58B
TGVC,TG Venture Acquisition,Shell Companies,45.31M
TH,Target Hospitality,Specialty Business Services,1.57B
THC,Tenet Healthcare,Medical Care Facilities,7.54B
THCH,TH International,Restaurants,367.20M
THCP,Thunder Bridge Capital Partners IV,Shell Companies,246.65M
THFF,First Financial,Banks - Regional,431.60M
THG,The Hanover Insurance Group,Insurance - Property & Casualty,3.78B
THM,International Tower Hill Mines,Gold,78.35M
THMO,ThermoGenesis Holdings,Medical Devices,3.03M
THO,Thor Industries,Recreational Vehicles,5.40B
THR,Thermon Group Holdings,Specialty Industrial Machinery,860.89M
THRD,Third Harmonic Bio,Biotechnology,262.47M
THRM,Gentherm,Auto Parts,1.98B
THRN,Thorne HealthTech,Packaged Foods,489.74M
THRX,Theseus Pharmaceuticals,Biotechnology,136.04M
THRY,Thryv Holdings,Internet Content & Information,722.17M
THS,TreeHouse Foods,Packaged Foods,2.55B
THTX,Theratechnologies,Drug Manufacturers - Specialty & Generic,24.93M
TIGO,Millicom International Cellular,Telecom Services,2.62B
TIGR,UP Fintech Holding,Capital Markets,539.35M
TIL,Instil Bio,Biotechnology,58.95M
TILE,Interface,"Furnishings, Fixtures & Appliances",573.52M
TIMB,TIM S.A.,Telecom Services,7.33B
TIO,Tingo Group,Computer Hardware,149.62M
TIPT,Tiptree,Insurance - Specialty,597.06M
TIRX,Tian Ruixiang Holdings,Insurance Brokers,4.75M
TISI,"Team, Inc.",Specialty Business Services,40.15M
TITN,Titan Machinery,Industrial Distribution,641.26M
TIVC,Tivic Health Systems,Medical Devices,319.59M
TIXT,TELUS International (Cda),Software - Infrastructure,2.44B
TJX,The TJX Companies,Apparel Retail,102.08B
TK,Teekay,Oil & Gas Midstream,611.30M
TKAT,Takung Art Co.,Internet Retail,5.96M
TKC,Turkcell Iletisim Hizmetleri A.S.,Telecom Services,4.71B
TKLF,Yoshitsu,Household & Personal Products,29.42M
TKNO,Alpha Teknova,Drug Manufacturers - Specialty & Generic,62.63M
TKR,The Timken Company,Tools & Accessories,5.30B
TLF,Tandy Leather Factory,Specialty Retail,35.90M
TLGY,TLGY Acquisition,Shell Companies,142.31M
TLIS,Talis Biomedical,Medical Devices,11.62M
TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,Telecom Services,24.10B
TLRY,Tilray Brands,Drug Manufacturers - Specialty & Generic,1.65B
TLS,Telos,Information Technology Services,141.95M
TLSA,Tiziana Life Sciences,Biotechnology,69.41M
TLSI,MedTech Acquisition,Shell Companies,83.86M
TLYS,Tilly's,Apparel Retail,248.30M
TM,Toyota Motor,Auto Manufacturers,222.54B
TMBR,Timber Pharmaceuticals,Biotechnology,9.35M
TMC,TMC the metals company,Other Industrial Metals & Mining,389.11M
TMCI,Treace Medical Concepts,Medical Devices,947.17M
TMDX,TransMedics Group,Medical Devices,2.04B
TME,Tencent Music Entertainment Group,Internet Content & Information,11.12B
TMHC,Taylor Morrison Home,Residential Construction,4.85B
TMO,Thermo Fisher Scientific,Diagnostics & Research,209.03B
TMP,Tompkins Financial,Banks - Regional,739.27M
TMPO,Tempo Automation Holdings,Electronic Components,7.81M
TMQ,Trilogy Metals,Other Industrial Metals & Mining,74.51M
TMST,TimkenSteel,Steel,907.34M
TMTC,TMT Acquisition,Shell Companies,84.60M
TMUS,T-Mobile US,Telecom Services,156.88B
TNC,Tennant Company,Specialty Industrial Machinery,1.52B
TNDM,Tandem Diabetes Care,Medical Devices,1.76B
TNET,TriNet Group,Staffing & Employment Services,6.33B
TNGX,Tango Therapeutics,Biotechnology,627.23M
TNK,Teekay Tankers,Oil & Gas Midstream,1.40B
TNL,Travel + Leisure Co.,Travel Services,2.94B
TNON,Tenon Medical,Medical Devices,6.28M
TNP,Tsakos Energy Navigation,Oil & Gas Midstream,606.05M
TNXP,Tonix Pharmaceuticals Holding,Biotechnology,16.41M
TNYA,Tenaya Therapeutics,Biotechnology,289.11M
TOI,The Oncology Institute,Medical Care Facilities,57.31M
TOL,Toll Brothers,Residential Construction,8.46B
TOMZ,TOMI Environmental Solutions,Pollution & Treatment Controls,24.15M
TOON,Kartoon Studios,Entertainment,51.50M
TOP,TOP Financial Group,Capital Markets,204.43M
TOPS,Top Ships,Marine Shipping,14.24M
TORO,Toro Corp.,Marine Shipping,104.78M
TOST,Toast,Software - Infrastructure,11.37B
TOUR,Tuniu,Travel Services,169.61M
TOVX,Theriva Biologics,Biotechnology,8.79M
TOWN,TowneBank,Banks - Regional,1.76B
TPB,Turning Point Brands,Tobacco,430.84M
TPC,Tutor Perini,Engineering & Construction,464.66M
TPET,Trio Petroleum,Oil & Gas E&P,14.59M
TPG,TPG Inc.,Asset Management,8.22B
TPH,Tri Pointe Homes,Residential Construction,2.89B
TPHS,Trinity Place Holdings,Real Estate - Diversified,14.10M
TPIC,TPI Composites,Specialty Industrial Machinery,198.80M
TPL,Texas Pacific Land,Oil & Gas E&P,14.63B
TPR,Tapestry,Luxury Goods,7.50B
TPST,Tempest Therapeutics,Biotechnology,7.85M
TPVG,TriplePoint Venture Growth BDC,Asset Management,386.02M
TPX,Tempur Sealy International,"Furnishings, Fixtures & Appliances",7.45B
TR,Tootsie Roll Industries,Confectioners,2.28B
TRC,Tejon Ranch Co.,Conglomerates,441.52M
TRCA,Twin Ridge Capital Acquisition,Shell Companies,121.32M
TRDA,Entrada Therapeutics,Biotechnology,530.01M
TREE,LendingTree,Financial Conglomerates,241.53M
TREX,Trex Company,Building Products & Equipment,7.45B
TRGP,Targa Resources,Oil & Gas Midstream,18.90B
TRHC,Tabula Rasa HealthCare,Health Information Services,277.85M
TRI,Thomson Reuters,Specialty Business Services,57.71B
TRIB,Trinity Biotech,Diagnostics & Research,27.62M
TRIN,Trinity Capital,Asset Management,602.86M
TRIP,Tripadvisor,Travel Services,2.07B
TRIS,Tristar Acquisition I,Shell Companies,173.40M
TRKA,Troika Media Group,Advertising Agencies,20.66M
TRMB,Trimble,Scientific & Technical Instruments,12.95B
TRMD,TORM plc,Oil & Gas Midstream,2.24B
TRMK,Trustmark,Banks - Regional,1.42B
TRMR,Tremor International,Advertising Agencies,295.77M
TRN,Trinity Industries,Railroads,2.02B
TRNO,Terreno Realty,REIT - Industrial,5.01B
TRNR,Interactive Strength,Personal Services,17.90M
TRNS,Transcat,Industrial Distribution,813.37M
TRON,Corner Growth Acquisition Corp. 2,Shell Companies,69.24M
TROO,TROOPS,Software - Application,398.39M
TROW,T. Rowe Price Group,Asset Management,24.61B
TROX,Tronox Holdings,Chemicals,1.95B
TRP,TC Energy,Oil & Gas Midstream,35.34B
TRS,TriMas,Packaging & Containers,1.06B
TRST,TrustCo Bank Corp NY,Banks - Regional,537.25M
TRT,Trio-Tech International,Semiconductor Equipment & Materials,25.60M
TRTL,TortoiseEcofin Acquisition Corp. III,Shell Companies,450.23M
TRTN,Triton International,Rental & Leasing Services,4.59B
TRTX,TPG RE Finance Trust,REIT - Mortgage,542.48M
TRU,TransUnion,Consulting Services,15.27B
TRUE,TrueCar,Internet Content & Information,191.83M
TRUP,Trupanion,Insurance - Specialty,1.24B
TRV,The Travelers Companies,Insurance - Property & Casualty,37.01B
TRVG,trivago,Internet Content & Information,379.89M
TRVI,Trevi Therapeutics,Biotechnology,142.39M
TRVN,Trevena,Biotechnology,9.87M
TRX,TRX Gold,Gold,111.48M
TS,Tenaris,Oil & Gas Equipment & Services,19.12B
TSAT,Telesat,Communication Equipment,929.05M
TSBK,Timberland Bancorp,Banks - Regional,230.71M
TSBX,Turnstone Biologics,Biotechnology,232.60M
TSCO,Tractor Supply Company,Specialty Retail,23.23B
TSE,Trinseo,Specialty Chemicals,398.34M
TSEM,Tower Semiconductor,Semiconductors,3.16B
